0.0017955,26.966
0.001976,86.747
0.0021565,166.31
0.0023369,206.4
0.0025174,143.35
0.0026979,121.66
0.0028784,107.72
0.0030589,81.278
0.0032394,68.455
0.0034199,59.013
0.0036004,49.503
0.0037809,39.599
0.0039614,32.859
0.0041419,25.504
0.0043224,20.627
0.0045029,16.867
0.0046834,15.337
0.0048639,14.048
0.0050444,12.019
0.0052249,10.94
0.0054054,10.225
0.0055859,8.4871
0.0057664,7.4297
0.0059469,6.5321
0.0061274,6.3044
0.0063079,6.2189
0.0064883,5.7483
0.0066688,5.0512
0.0068493,4.2734
0.0070298,3.7769
0.0072103,2.9985
0.0073908,2.2927
0.0075713,2.2827
0.0077518,1.8317
0.0079323,1.5092
0.0081128,1.6974
0.0082933,1.6484
0.0084738,1.1733
0.0086543,1.291
0.0088348,1.4716
0.0090153,1.3059
0.0091958,0.88313
0.0093763,0.44396
0.0095568,0.35416
0.0097373,0.19716
0.0099178,0.17353
0.010098,0.34032
0.010279,0.33333
0.010459,0.32967
0.01064,0.26559
0.01082,0.16732
0.011001,-0.037829
0.011181,-0.19636
0.011362,-0.099603
0.011542,-0.086077
0.011723,-0.23451
0.011903,-0.3807
0.012084,-0.37809
0.012264,-0.94116
0.012445,-0.81237
0.012625,-0.33979
0.012806,0.019422
0.012986,0.029993
0.013167,-0.24279
0.013347,-0.48251
0.013528,-0.45136
0.013708,-0.20593
0.013889,-0.093738
0.014069,-0.13507
0.01425,-0.30296
0.01443,-0.39928
0.014611,-0.32046
0.014791,-0.23015
0.014972,-0.18045
0.015152,-0.37864
0.015333,-0.44528
0.015513,-0.35238
0.015694,-0.14849
0.015874,-0.023909
0.016055,-0.082387
0.016235,-0.2431
0.016416,-0.31885
0.016596,-0.32457
0.016777,-0.30061
0.016957,-0.31737
0.017138,-0.31709
0.017318,-0.27508
0.017499,-0.27844
0.017679,-0.35889
0.01786,-0.38401
0.01804,-0.37044
0.018221,-0.37445
0.018401,-0.23324
0.018582,-0.20062
0.018762,-0.29178
0.018943,-0.37418
0.019123,-0.34978
0.019304,-0.2448
0.019484,-0.088678
0.019665,-0.015425
0.019845,-0.053256
0.020025,-0.14886
0.020206,-0.25212
0.020386,-0.27457
0.020567,-0.23226
0.020747,-0.18931
0.020928,-0.16486
0.021108,-0.19826
0.021289,-0.24739
0.021469,-0.24023
0.02165,-0.19872
0.02183,-0.22362
0.022011,-0.22126
0.022191,-0.14079
0.022372,-0.11112
0.022552,-0.13914
0.022733,-0.18722
0.022913,-0.16109
0.023094,-0.17696
0.023274,-0.23541
0.023455,-0.19603
0.023635,-0.17653
0.023816,-0.19416
0.023996,-0.21016
0.024177,-0.19061
0.024357,-0.2619
0.024538,-0.37309
0.024718,-0.30649
0.024899,-0.16892
0.025079,-0.13279
0.02526,-0.094708
0.02544,-0.10204
0.025621,-0.14075
0.025801,-0.20949
0.025982,-0.19465
0.026162,-0.17065
0.026343,-0.21299
0.026523,-0.25497
0.026704,-0.25416
0.026884,-0.22534
0.027065,-0.20869
0.027245,-0.18754
0.027426,-0.24439
0.027606,-0.26639
0.027787,-0.28775
0.027967,-0.32806
0.028148,-0.36689
0.028328,-0.34774
0.028509,-0.26484
0.028689,-0.24562
0.02887,-0.28111
0.02905,-0.28867
0.029231,-0.2147
0.029411,-0.19965
0.029592,-0.23253
0.029772,-0.28976
0.029953,-0.30587
0.030133,-0.30319
0.030314,-0.21705
0.030494,-0.094545
0.030675,0.011815
0.030855,-0.043211
0.031036,-0.15182
0.031216,-0.19882
0.031397,-0.23691
0.031577,-0.27116
0.031758,-0.30472
0.031938,-0.30384
0.032119,-0.28281
0.032299,-0.2642
0.03248,-0.21173
0.03266,-0.22611
0.032841,-0.24583
0.033021,-0.26908
0.033202,-0.23038
0.033382,-0.22003
0.033563,-0.34489
0.033743,-0.28653
0.033924,-0.25865
0.034104,-0.25112
0.034285,-0.24259
0.034465,-0.27749
0.034645,-0.33921
0.034826,-0.34468
0.035006,-0.25075
0.035187,-0.18364
0.035367,-0.15878
0.035548,-0.22248
0.035728,-0.23866
0.035909,-0.21692
